year,position,artist,song,score,us,uk,de,fr,ca,au
"2000","1","Faith Hill","Breathe","24030.051","2","33","-","-","-","23"
"2000","2","Joe Thomas","I Wanna Know","21516.777","4","-","-","61","-","34"
"2000","3","Santana & The Product G","Maria Maria","20941.780","1","6","-","1","-","49"
"2000","4","Vertical Horizon","Everything You Want","20402.965","1","42","-","-","-","24"
"2000","5","Toni Braxton","He Wasn't Man Enough","20068.614","2","5","-","14","-","5"
"2000","6","Rob Thomas & Santana","Smooth","19876.371","1","3","-","15","-","5"
"2000","7","Aaliyah","Try Again","19670.508","1","5","-","26","-","8"
"2000","8","Matchbox Twenty","Bent","18997.978","1","-","-","-","1","19"
"2000","9","Lonestar","Amazed","18977.858","1","21","-","-","-","19"
"2000","10","Destiny's Child","Say My Name","18817.660","1","3","-","10","-","1"
"2000","11","Three Doors Down","Kryptonite","18238.908","3","-","-","-","-","47"
"2000","12","Madonna","Music","17642.575","1","1","-","8","1","1"
"2000","13","Destiny's Child","Jumpin' Jumpin'","17572.728","3","5","-","41","-","2"
"2000","14","Sisqo","Thong Song","17377.292","3","3","-","15","-","2"
"2000","15","Creed","Higher","17082.223","7","47","-","-","-","-"
"2000","16","Pink","There You Go","16164.884","7","6","-","-","-","2"
"2000","17","Marc Anthony","You Sang To Me","14909.762","2","-","-","-","-","-"
"2000","18","Sonique","It Feels So Good","14851.483","8","1","-","8","1","21"
"2000","19","Creed","With Arms Wide Open","14754.656","1","-","-","-","-","-"
"2000","20","Janet Jackson","Doesn't Really Matter","14575.158","1","5","-","40","-","28"
"2000","21","Nelly","(Hot S**t) Country Grammar","14574.422","7","7","-","-","-","38"
"2000","22","Macy Gray","I Try","14506.283","5","13","-","29","-","1"
"2000","23","Savage Garden","I Knew I Loved You","14439.996","1","56","-","43","1","21"
"2000","24","N Sync","Bye, Bye, Bye","14168.663","4","3","-","46","1","1"
"2000","25","N Sync","It's Gonna Be Me","13777.092","1","9","-","-","1","11"
"2000","26","Sisqo","Incomplete","13620.996","1","13","-","-","-","-"
"2000","27","Christina Aguilera","What A Girl Wants","13536.630","1","3","-","11","1","5"
"2000","28","Montell Jordan","Get It On Tonite","12749.808","4","15","-","28","-","-"
"2000","29","The Backstreet Boys","Show Me The Meaning Of Being Lonely","12730.529","6","3","-","-","1","19"
"2000","30","Faith Hill","The Way You Love Me","12648.231","7","-","-","-","-","-"
"2000","31","Ruff Endz","No More","12405.965","5","11","-","-","-","-"
"2000","32","Christina Aguilera","Come On Over Baby (All I Want Is You)","12313.088","1","8","-","33","-","9"
"2000","33","Eminem","The Real Slim Shady","12263.788","4","1","-","6","-","11"
"2000","34","Enrique Iglesias","Be With You","12203.471","1","-","-","43","-","36"
"2000","35","BBMak","Back Here","12118.763","13","-","-","-","-","47"
"2000","36","Celine Dion","That's The Way It Is","11934.933","6","20","-","10","-","14"
"2000","37","Nine Days","Absolutely (Story Of A Girl)","11901.115","6","-","-","-","-","31"
"2000","38","Sting & Cheb Mami","Desert Rose","11833.335","17","15","-","6","-","-"
"2000","39","Britney Spears","Oops!... I Did It Again","11803.280","9","1","-","4","1","1"
"2000","40","Pink","Most Girls","11361.064","4","5","-","-","-","1"
"2000","41","Marc Anthony","I Need To Know","10592.809","6","-","-","-","-","20"
"2000","42","Destiny's Child","Independent Woman","10405.885","1","1","-","26","-","3"
"2000","43","Brian McKnight","Back At One","10218.844","2","-","-","-","-","24"
"2000","44","Christina Aguilera","I Turn To You","10168.708","3","19","-","-","-","40"
"2000","45","blink-182","All The Small Things","9928.375","6","2","-","-","-","8"
"2000","46","Samantha Mumba","Gotta Tell You","9769.394","4","2","-","13","-","3"
"2000","47","Mya","Case Of The Ex (Whatcha Gonna Do)","9679.084","2","-","-","-","-","-"
"2000","48","Bon Jovi","It's My Life","9592.075","33","3","-","14","-","5"
"2000","49","LeAnn Rimes","I Need You","9380.273","11","-","-","-","-","-"
"2000","50","Blaque","Bring It All To Me","9343.446","5","-","-","-","-","-"
"2000","51","Mariah Carey","Thank God I Found You","9160.348","1","10","-","28","-","27"
"2000","52","Jagged Edge","Let's Get Married","9118.588","11","-","-","-","-","-"
"2000","53","Third Eye Blind","Never Let You Go","9020.139","14","-","-","-","1","-"
"2000","54","Next","Wifey","8954.757","7","19","-","-","-","-"
"2000","55","Missy 'Misdemeanor' Elliott, NAS & Eve","Hot Boyz","8696.504","5","18","-","78","-","-"
"2000","56","Mary Mary","Shackles (Praise You)","8604.862","28","5","-","13","-","2"
"2000","57","Eiffel 65","Blue (Da Ba Dee)","8523.046","6","28","-","10","1","1"
"2000","58","Red Hot Chili Peppers","Otherside","8322.810","14","33","-","-","-","31"
"2000","59","98 Degrees","Give Me Just One Night","8294.998","2","61","-","-","-","21"
"2000","60","Everclear","Wonderful","8261.942","11","36","-","-","-","38"
"2000","61","Kandi","Don't Think I'm Not","8126.450","24","9","-","-","-","-"
"2000","62","Mystikal","Shake Ya Ass","8046.166","13","30","-","-","-","-"
"2000","63","SoulDecision & Thrust","Faded","7951.990","22","-","-","-","-","-"
"2000","64","Debelah Morgan","Dance With Me","7839.287","10","-","-","-","-","19"
"2000","65","Son By Four","Purest Of Pain (A Puro Dolor)","7809.399","26","-","-","-","-","-"
"2000","66","Erykah Badu","Bag Lady","7668.147","6","-","-","-","-","-"
"2000","67","Jay-Z & UGK","Big Pimpin'","7637.057","18","29","-","-","-","-"
"2000","68","Dr Dre, Eminem & Skylar Grey","Forgot About Dre","7609.260","25","7","-","-","-","-"
"2000","69","N Sync","This I Promise You","7426.658","5","21","-","-","-","42"
"2000","70","Dr Dre & Snoop Dogg","The Next Episode","7338.145","23","-","-","22","-","-"
"2000","71","Ricky Martin","She Bangs","7230.197","12","3","-","36","-","3"
"2000","72","Avant","Separated","7207.985","23","-","-","-","-","-"
"2000","73","Baha Men","Who Let The Dogs Out?","7184.241","40","2","-","-","-","1"
"2000","74","Smash Mouth","Then The Morning Comes","7105.338","11","-","-","-","-","-"
"2000","75","Carl Thomas","I Wish","7023.892","20","-","-","-","-","-"
"2000","76","Savage Garden","Crash & Burn","6901.028","24","14","-","-","-","16"
"2000","77","The Backstreet Boys","Shape Of My Heart","6894.554","9","4","-","-","1","5"
"2000","78","DMX","Party Up (Up In Here)","6840.357","27","-","-","-","-","-"
"2000","79","Kid Rock","Only God Knows Why","6826.918","19","-","-","-","-","-"
"2000","80","Madonna","American Pie","6721.285","29","1","-","8","-","1"
"2000","81","Alice DeeJay","Better Off Alone","6662.063","27","89","-","6","-","4"
"2000","82","Filter","Take A Picture","6543.879","12","25","-","-","-","32"
"2000","83","Whitney Houston & Enrique Iglesias","Could I Have This Kiss Forever","6538.383","52","7","-","16","-","12"
"2000","84","Westlife","Swear It Again","6506.028","20","-","-","-","-","-"
"2000","85","Jo Dee Messina","That's The Way","6386.696","25","-","-","-","-","-"
"2000","86","Vertical Horizon","You're A God","6381.798","23","-","-","-","-","-"
"2000","87","Lil' Bow Wow","Bounce With Me","6371.682","20","-","-","-","-","-"
"2000","88","Chad Brock","Yes!","6256.097","22","-","-","-","-","-"
"2000","89","Jagged Edge","He Can't Love U","6255.386","15","-","-","-","-","-"
"2000","90","Da Brat & Tyrese","What'chu Like","6253.950","26","-","-","-","-","-"
"2000","91","Ja Rule & Christina Milian","Between Me & You","6193.137","11","-","-","-","-","-"
"2000","92","George Strait","The Best Day","6191.931","31","-","-","-","-","-"
"2000","93","Madison Avenue","Don't Call Me Baby","6184.525","88","1","-","41","-","2"
"2000","94","R Kelly","I Wish","6183.137","15","12","-","40","-","-"
"2000","95","Donell Jones","Where I Wanna Be","6162.068","29","-","-","-","-","-"
"2000","96","Toby Keith","How Do You Like Me Now?!","6158.155","31","-","-","-","-","-"
"2000","97","Jessica Simpson","I Think I'm In Love With You","6113.016","21","15","-","-","-","10"
"2000","98","The Goo Goo Dolls","Broadway","6033.618","24","-","-","-","-","-"
"2000","99","Britney Spears","From The Bottom Of My Broken Heart","6020.750","14","-","-","-","-","37"
"2000","100","Lee Ann Womack","I Hope You Dance","5976.019","32","-","-","-","-","-"
"2001","1","Lifehouse","Hanging By A Moment","23865.285","2","25","-","-","-","1"
"2001","2","Train","Drops Of Jupiter (Tell Me)","19773.231","5","10","-","73","-","5"
"2001","3","Alicia Keys","Fallin'","18779.805","1","3","-","10","-","7"
"2001","4","Eve & Gwen Stefani","Let Me Blow Ya Mind","18647.822","2","4","-","15","-","4"
"2001","5","Dido","Thank You","18085.379","3","3","-","30","-","-"
"2001","6","Shaggy","Angel","17624.324","1","1","-","8","-","1"
"2001","7","Jennifer Lopez & Ja Rule","I'm Real","17500.313","1","4","-","65","-","6"
"2001","8","Staind","It's Been Awhile","16888.466","5","15","-","-","-","24"
"2001","9","Janet Jackson","All For You","16727.022","1","3","-","3","-","5"
"2001","10","Blu Cantrell","Hit 'em Up Style (Oops!)","16687.608","2","12","-","47","-","3"
"2001","11","Mary J Blige","Family Affair","16510.697","1","8","-","1","-","11"
"2001","12","Shaggy & Ricardo 'RikRok' Ducent","It Wasn't Me","16395.155","1","1","-","1","-","1"
"2001","13","Usher","U Remind Me","15963.997","1","3","-","3","-","4"
"2001","14","Christina Aguilera, Lil' Kim, Mya & Pink","Lady Marmalade (Voulez-Vous Coucher Aver Moi Ce Soir?)","15943.109","1","1","-","12","-","1"
"2001","15","Nelly & City Spud","Ride Wit Me","15578.352","3","3","-","43","-","4"
"2001","16","Uncle Kracker","Follow Me","15575.485","5","3","-","91","-","1"
"2001","17","Joe Thomas & Mystikal","Stutter","15026.160","1","7","-","81","-","19"
"2001","18","Jagged Edge & Nelly","Where The Party At","14917.876","3","25","-","49","-","13"
"2001","19","Incubus","Drive","14152.600","9","40","-","-","-","34"
"2001","20","Lenny Kravitz","Again","14028.418","4","-","-","60","-","30"
"2001","21","Matchbox Twenty","If You're Gone","13813.945","5","50","-","-","-","18"
"2001","22","Crazy Town","Butterfly","13726.501","1","3","-","26","-","4"
"2001","23","Destiny's Child","Survivor","13461.925","2","1","-","12","-","7"
"2001","24","City High","What Would You Do?","13444.540","8","3","-","-","-","2"
"2001","25","112","Peaches 'n' Cream","13359.449","4","32","-","-","-","38"
"2001","26","Jennifer Lopez","Love Don't Cost A Thing","12406.680","3","1","-","5","-","4"
"2001","27","Nelly Furtado","I'm Like A Bird","12180.624","9","5","-","33","-","2"
"2001","28","Missy 'Misdemeanor' Elliott","Get Ur Freak On","12097.083","7","4","-","39","-","44"
"2001","29","OutKast","Ms Jackson","11748.934","1","2","-","5","-","2"
"2001","30","Craig David","Fill Me In","11098.096","15","-","-","41","-","-"
"2001","31","Ja Rule, Lil' Mo & Vita","Put It On Me","11070.887","8","-","-","-","-","-"
"2001","32","Lee Ann Womack","I Hope You Dance","10789.202","14","40","-","-","-","-"
"2001","33","Destiny's Child","Independent Woman","10610.656","1","7","-","19","-","3"
"2001","34","Ginuwine","Differences","10411.568","4","-","-","-","-","-"
"2001","35","Destiny's Child","Bootylicious","10387.737","1","2","-","14","-","4"
"2001","36","Moby & Gwen Stefani","South Side","10343.073","14","-","-","-","-","-"
"2001","37","Madonna","Don't Tell Me","10287.948","4","16","-","18","-","7"
"2001","38","Nelly Furtado","Turn Off The Light","10167.377","5","4","-","-","-","7"
"2001","39","Janet Jackson","Someone To Call My Lover","10140.227","3","11","-","58","-","15"
"2001","40","Faith Hill","The Way You Love Me","10069.581","6","15","-","58","-","31"
"2001","41","O-Town","All Or Nothing","9721.625","3","4","-","-","-","-"
"2001","42","R Kelly & Jay-Z","Fiesta","9523.436","6","23","-","17","-","-"
"2001","43","Enya","Only Time","9488.837","10","-","-","-","-","-"
"2001","44","Toya","I Do","9483.329","16","-","-","-","-","-"
"2001","45","K-Ci & JoJo","Crazy","9267.642","11","35","-","-","-","-"
"2001","46","Ricky Martin & Christina Aguilera","Nobody Wants To Be Lonely","9184.288","13","4","-","28","-","8"
"2001","47","Aerosmith","Jaded","8983.562","7","13","-","-","-","-"
"2001","48","Missy 'Misdemeanor' Elliott & Ludacris","One Minute Man","8746.842","15","10","-","31","-","-"
"2001","49","Sugar Ray","When It's Over","8741.846","13","32","-","-","-","34"
"2001","50","Jay-Z","Izzo (Hova)","8686.634","8","21","-","-","-","24"
"2001","51","Usher","U Got It Bad","8588.912","1","5","-","-","-","14"
"2001","52","Enrique Iglesias","Hero","8584.964","3","-","-","43","-","2"
"2001","53","Dream","He Loves U Not","8433.029","2","17","-","-","-","30"
"2001","54","Faith Hill","There You'll Be","8404.296","10","3","-","-","-","24"
"2001","55","Jennifer Lopez","Play","8323.208","18","3","-","20","-","14"
"2001","56","S Club 7","Never Had A Dream Come True","8299.931","10","3","-","-","-","-"
"2001","57","Case","Missing You","8253.689","4","-","-","-","-","-"
"2001","58","Ja Rule & Case","Livin' It Up","8224.830","6","27","-","-","-","26"
"2001","59","Nickelback","How You Remind Me","7998.644","1","-","-","-","-","2"
"2001","60","Alien Ant Farm","Smooth Criminal","7923.228","23","3","-","27","-","1"
"2001","61","Michael Jackson","You Rock My World","7839.122","10","2","-","1","-","4"
"2001","62","Jagged Edge","Promise","7678.737","9","-","-","-","-","-"
"2001","63","Mya","Case Of The Ex (Whatcha Gonna Do)","7571.254","4","3","-","29","-","1"
"2001","64","Jessica Simpson","Irresistible","7541.280","15","11","-","-","-","21"
"2001","65","Sunshine Anderson","Heard It All Before","7292.656","18","9","-","-","-","-"
"2001","66","Creed","With Arms Wide Open","7288.679","5","13","-","-","-","4"
"2001","67","Dave Matthews Band","The Space Between","7237.844","22","35","-","-","-","-"
"2001","68","3LW","No More (Baby I'ma Do Right)","7032.045","23","6","-","41","-","26"
"2001","69","Tamia","Stranger In My House","6937.554","10","-","-","-","-","-"
"2001","70","Lil' Bow Wow","Bow Wow (That's My Name)","6856.282","21","6","-","2","-","6"
"2001","71","Mystikal & Nivea","Danger (Been So Long)","6855.033","14","28","-","-","-","-"
"2001","72","Musiq Soulchild","Love","6708.694","24","-","-","-","-","-"
"2001","73","Aaliyah","Rock The Boat","6514.744","14","-","-","-","-","-"
"2001","74","Three Doors Down","Be Like That","6463.692","24","-","-","-","-","-"
"2001","75","Michelle Branch","Everywhere","6437.417","12","-","-","-","-","-"
"2001","76","Brooks & Dunn","Ain't Nothing 'Bout You","6330.664","25","-","-","-","-","-"
"2001","77","Gorillaz","Clint Eastwood","6307.944","57","4","-","17","-","17"
"2001","78","Destiny's Child","Emotion","6291.122","10","3","-","-","-","17"
"2001","79","Lonestar","I'm Already There","6273.885","24","81","-","-","-","-"
"2001","80","Three Doors Down","Kryptonite","6248.113","9","-","-","-","-","8"
"2001","81","Evan & Jaron","Crazy For This Girl","6225.331","15","-","-","-","-","-"
"2001","82","Blake Shelton","Austin","6199.566","18","-","-","-","-","-"
"2001","83","Bubba Sparxxx","Ugly","6150.867","15","7","-","-","-","-"
"2001","84","OutKast","So Fresh, So Clean","6145.225","30","16","-","-","-","46"
"2001","85","Lil' Mo & Fabolous","Superwoman Pt. II","6123.249","11","-","-","-","-","-"
"2001","86","Daft Punk","One More Time","6091.795","61","22","-","12","-","10"
"2001","87","Erick Sermon & Marvin Gaye","Music","6089.780","22","36","-","-","-","-"
"2001","88","Trick Daddy","I'm A Thug","6068.334","17","-","-","-","-","-"
"2001","89","112","It's Over Now","6052.375","6","22","-","99","-","-"
"2001","90","The Isley Brothers & Ronald Isley","Contagious","6015.976","19","-","-","-","-","-"
"2001","91","Petey Pablo","Raise Up","5994.950","25","-","-","-","-","-"
"2001","92","Ludacris","Southern Hospitality","5992.969","23","-","-","-","-","-"
"2001","93","The Backstreet Boys","More Than That","5988.809","27","12","-","-","-","25"
"2001","94","Guy Sebastian & Eve","Who's That Girl?","5988.744","47","6","-","17","-","-"
"2001","95","Tim McGraw","Grown Men Don't Cry","5944.259","25","-","-","-","-","-"
"2001","96","Willa Ford","I Wanna Be Bad","5935.945","22","-","-","-","-","-"
"2001","97","Five for Fighting","Superman (It's Not Easy)","5925.861","14","-","-","-","-","-"
"2001","98","QB Finest, Nas & Bravehearts","Oochie Wally","5905.619","26","30","-","-","-","-"
"2001","99","Lil' Romeo","My Baby","5898.941","3","67","-","-","-","38"
"2001","100","Jessica Andrews","Who I Am","5857.882","28","-","-","-","-","-"
"2002","1","P Diddy, Usher & Loon","I Need A Girl","26077.739","2","4","-","9","-","5"
"2002","2","Nickelback","How You Remind Me","20889.099","1","4","-","11","-","4"
"2002","3","Vanessa Carlton","A Thousand Miles","20379.212","5","6","-","8","-","1"
"2002","4","Ashanti","Foolish","19397.348","1","4","-","62","-","6"
"2002","5","The Calling","Wherever You Will Go","18982.368","5","3","-","7","-","5"
"2002","6","Nelly & Kelly Rowland","Dilemma","18738.935","1","1","-","6","-","1"
"2002","7","Avril Lavigne","Complicated","18471.740","2","3","-","21","-","1"
"2002","8","Nelly","Hot In Herre","18467.067","1","4","-","23","-","3"
"2002","9","Fat Joe & Ashanti","What's Luv?","16710.988","2","4","-","27","-","4"
"2002","10","Puddle of Mudd","Blurry","16034.230","5","8","-","74","-","-"
"2002","11","Linkin Park","In The End","15778.475","2","77","-","40","-","4"
"2002","12","Jennifer Lopez & Ja Rule","Ain't It Funny","15711.152","1","4","-","34","-","9"
"2002","13","Eminem","Without Me","15287.302","2","1","-","3","-","1"
"2002","14","Ja Rule & Ashanti","Always On Time","13776.023","1","6","-","45","-","3"
"2002","15","Jimmy Eat World","The Middle","13516.320","5","26","-","98","-","-"
"2002","16","Shakira","Whenever, Wherever","13283.370","6","2","-","1","-","1"
"2002","17","Eve & Alicia Keys","Gangsta Lovin'","12855.686","2","6","-","20","-","4"
"2002","18","Chad Kroeger & Josey Scott","Hero","12308.933","3","4","-","27","-","17"
"2002","19","Usher","U Don't Have To Call","11776.717","3","-","-","72","-","-"
"2002","20","Creed","One Last Breath","11716.219","6","47","-","-","-","43"
"2002","21","Usher","U Got It Bad","11305.642","1","-","-","18","-","3"
"2002","22","DJ Sammy & Yanou","Heaven","11238.237","8","1","-","-","-","4"
"2002","23","Jennifer Lopez","I'm Gonna Be Alright","11147.006","10","3","-","12","-","16"
"2002","24","Enrique Iglesias","Hero","11077.545","5","1","-","53","-","1"
"2002","25","Michelle Branch","All You Wanted","10985.343","6","33","-","-","-","25"
"2002","26","Pink","Get The Party Started","10979.018","4","2","-","17","-","1"
"2002","27","Default","Wasting My Time","10960.592","13","-","-","-","-","43"
"2002","28","Shakira","Underneath Your Clothes","10610.246","9","3","-","2","-","1"
"2002","29","Pink","Don't Let Me Get Me","10453.083","8","6","-","42","-","8"
"2002","30","Sheryl Crow","Soak Up The Sun","10450.697","17","16","-","51","-","-"
"2002","31","Eminem","Cleanin' Out My Closet","10209.298","4","4","-","20","-","3"
"2002","32","Kylie Minogue","Can't Get You Out Of My Head","10062.796","7","16","-","3","-","-"
"2002","33","N Sync & Nelly","Girlfriend","9958.721","5","2","-","-","-","2"
"2002","34","Missy 'Misdemeanor' Elliott","Work It","9839.740","2","6","-","68","-","20"
"2002","35","Daniel Bedingfield","Gotta Get Thru This","9617.115","10","1","-","49","-","10"
"2002","36","Creed","My Sacrifice","9602.630","4","18","-","-","-","11"
"2002","37","Ashanti","Happy","9487.042","8","13","-","40","-","29"
"2002","38","Pink","Just Like A Pill","9392.886","8","1","-","-","-","-"
"2002","39","Cam'ron & Juelz Santana","Oh Boy","9341.951","4","13","-","-","-","-"
"2002","40","Eminem","Lose Yourself","9315.665","1","1","-","-","-","1"
"2002","41","NORE","Nothin'","9261.563","10","11","-","-","-","-"
"2002","42","Sean Paul","Gimme The Light","9235.393","7","32","-","-","-","-"
"2002","43","No Doubt","Hey Baby","9145.596","5","2","-","47","-","7"
"2002","44","Enrique Iglesias","Escape","9042.653","12","3","-","-","-","7"
"2002","45","Mary J Blige","Family Affair","8974.225","3","47","-","11","-","8"
"2002","46","No Doubt & Lady Saw","Underneath It All","8887.990","3","18","-","-","-","28"
"2002","47","Tweet","Oops (Oh My)","8876.567","7","5","-","75","-","18"
"2002","48","Cam'ron & Juelz Santana","Hey Ma","8788.205","3","-","-","57","-","-"
"2002","49","Irv Gotti","Down 4 U","8724.196","6","4","-","-","-","-"
"2002","50","Aaliyah","More Than A Woman","8659.264","25","1","-","-","-","37"
"2002","51","Mario","Just A Friend","8523.537","4","-","-","-","-","-"
"2002","52","Brandy","What About Us","8489.249","7","4","-","24","-","6"
"2002","53","LL Cool J","Luv U Better","8473.076","4","7","-","-","-","-"
"2002","54","John Mayer","No Such Thing","8445.689","13","-","-","-","-","28"
"2002","55","Musiq Soulchild","halfcrazy","8152.311","16","-","-","-","-","-"
"2002","56","Red Hot Chili Peppers","By The Way","8133.938","34","2","-","29","-","6"
"2002","57","Big Tymers","Still Fly","8019.160","11","-","-","-","-","-"
"2002","58","Angie Martinez, Lil' Mo & Sacario","If I Could Go!","7944.994","15","-","-","-","-","-"
"2002","59","Truth Hurts","Addictive","7921.012","9","-","-","-","-","-"
"2002","60","Ludacris, Mystikal & Infamous 2.0","Move B***h","7855.171","10","-","-","-","-","-"
"2002","61","No Doubt","Hella Good","7854.063","13","12","-","-","-","8"
"2002","62","Las Ketchup","The Ketchup Song (Asereje)","7786.156","54","1","-","1","-","1"
"2002","63","Celine Dion","A New Day Has Come","7785.172","22","7","-","23","-","19"
"2002","64","Justin Timberlake","Like I Love You","7759.880","11","2","-","-","-","8"
"2002","65","Mary J Blige & Ja Rule","Rainy Dayz","7316.747","12","17","-","-","-","-"
"2002","66","Busta Rhymes, P Diddy & Pharrell Williams","Pass the Courvoisier - Part II","7303.831","11","16","-","-","-","43"
"2002","67","Brandy","Full Moon","7260.837","18","15","-","27","-","43"
"2002","68","Alanis Morissette","Hands Clean","7055.764","23","12","-","66","-","9"
"2002","69","Jennifer Lopez","Jenny From The Block","7026.535","3","3","-","5","-","6"
"2002","70","Kelly Clarkson","A Moment Like This","6956.511","1","-","-","-","-","-"
"2002","71","Ashanti","Baby","6904.349","15","-","-","-","-","-"
"2002","72","Faith Evans","I Love You","6899.006","14","-","-","-","-","-"
"2002","73","Mary J Blige","No More Drama","6849.998","15","9","-","42","-","30"
"2002","74","LeAnn Rimes","Can't Fight The Moonlight","6802.763","11","-","-","-","-","-"
"2002","75","Santana & Michelle Branch","The Game Of Love","6789.433","5","16","-","-","-","21"
"2002","76","OutKast","The Whole World","6737.398","19","19","-","-","-","-"
"2002","77","Madonna","Die Another Day","6629.088","8","3","-","15","-","11"
"2002","78","Elvis Presley & JXL","A Little Less Conversation","6589.961","50","1","-","15","-","1"
"2002","79","R Kelly","The World's Greatest","6484.522","34","4","-","13","-","-"
"2002","80","Five for Fighting","Superman (It's Not Easy)","6474.093","14","48","-","-","-","2"
"2002","81","Mr Cheeks","Lights, Camera, Action!","6473.267","14","-","-","-","-","-"
"2002","82","Dirty Vegas","Days Go By","6413.561","14","16","-","-","-","-"
"2002","83","Avril Lavigne","Sk8er Boi","6390.761","10","9","-","-","-","3"
"2002","84","Craig David","7 Days","6345.410","10","-","-","-","-","-"
"2002","85","Nappy Roots & Anthony Hamilton","Po' Folks","6203.762","21","-","-","-","-","-"
"2002","86","Aaliyah","I Care 4 U","6203.510","16","-","-","-","-","-"
"2002","87","The Goo Goo Dolls","Here Is Gone","6190.032","18","100","-","-","-","40"
"2002","88","Kylie Minogue","Love At 1st Sight","6189.607","23","2","-","33","-","3"
"2002","89","Kenny Chesney","Good Stuff","6179.900","22","-","-","-","-","-"
"2002","90","Keith Urban","Somebody Like You","6114.384","23","-","-","-","-","-"
"2002","91","Nivea & Brian & Brandon Casey","Don't Mess With My Man","5981.800","8","41","-","-","-","-"
"2002","92","B2K","Uh Huh","5863.424","37","35","-","-","-","41"
"2002","93","Wyclef Jean & Claudette Ortiz","Two Wrongs","5845.982","28","14","-","88","-","5"
"2002","94","Alicia Keys","A Woman's Worth","5803.174","7","18","-","-","-","16"
"2002","95","Alan Jackson","Drive (For Daddy Gene)","5696.587","28","-","-","-","-","-"
"2002","96","Jaheim & Next","Anything","5663.677","28","-","-","-","-","-"
"2002","97","Musiq Soulchild","Don't Change","5595.327","17","-","-","-","-","-"
"2002","98","Diamond Rio","Beautiful Mess","5577.970","28","-","-","-","-","-"
"2002","99","George Strait","Living & Living Well","5562.832","27","-","-","-","-","-"
"2002","100","POD","Youth Of The Nation","5530.267","28","36","-","72","-","17"
"2003","1","50 Cent","In Da Club","21253.640","1","3","-","16","-","1"
"2003","2","Sean Paul","Get Busy","19216.497","1","4","-","8","-","4"
"2003","3","R Kelly","Ignition","19164.552","2","1","-","38","-","1"
"2003","4","Beyonce & Jay-Z","Crazy In Love","18934.058","1","1","-","21","-","2"
"2003","5","Evanescence & Paul McCoy","Bring Me To Life","18834.093","5","1","-","5","-","1"
"2003","6","Matchbox Twenty","Unwell","16750.869","5","83","-","-","-","12"
"2003","7","Chingy","Right Thurr","16104.860","2","17","-","65","-","6"
"2003","8","The Black Eyed Peas","Where Is The Love?","15248.003","8","1","-","16","-","1"
"2003","9","Three Doors Down","When I'm Gone","14974.266","4","-","-","-","-","-"
"2003","10","Beyonce","Baby Boy","14499.359","1","2","-","8","-","3"
"2003","11","Lil' Jon & The East Side Boyz","Get Low","14232.315","2","-","-","-","-","-"
"2003","12","Nelly, P Diddy & Murphy Lee","Shake Ya Tailfeather","14105.057","1","10","-","-","-","3"
"2003","13","Busta Rhymes & Mariah Carey","I Know What You Want","13702.959","3","3","-","25","-","3"
"2003","14","Jennifer Lopez & LL Cool J","All I Have","13505.011","1","2","-","29","-","2"
"2003","15","50 Cent & Nate Dogg","21 Questions","13279.249","1","6","-","58","-","4"
"2003","16","Kid Rock & Sheryl Crow","Picture","12185.699","4","-","-","-","-","-"
"2003","17","50 Cent","PIMP","12125.854","3","5","-","25","-","2"
"2003","18","Uncle Kracker & Dobie Gray","Drift Away","12114.703","9","-","-","-","-","-"
"2003","19","Christina Aguilera & Beverly McClellan","Beautiful","12091.736","2","1","-","27","-","1"
"2003","20","Avril Lavigne","I'm With You","11958.999","4","7","-","34","-","-"
"2003","21","Aaliyah","Miss You","11814.312","3","76","-","-","-","-"
"2003","22","Fabolous & Tamia","Into You","11781.210","4","18","-","44","-","4"
"2003","23","Eminem","Lose Yourself","11645.436","1","3","-","3","-","1"
"2003","24","Wayne Wonder","No Letting Go","11562.767","11","3","-","37","-","-"
"2003","25","Justin Timberlake","Rock Your Body","11346.999","5","2","-","15","-","1"
"2003","26","Justin Timberlake","Cry Me A River","11249.530","3","2","-","6","-","2"
"2003","27","B2K & P Diddy","Bump Bump Bump","11137.444","1","11","-","7","-","4"
"2003","28","Lil' Kim & 50 Cent","Magic Stick","10701.945","2","-","-","-","-","-"
"2003","29","Snoop Dogg & Pharrell Williams","Beautiful","10641.590","6","23","-","39","-","4"
"2003","30","Ashanti","Rock Wit U (Awww Baby)","10207.256","2","7","-","-","-","19"
"2003","31","Fabolous & Mike Shorey","Can't Let You Go","10203.017","4","14","-","-","-","-"
"2003","32","Pharrell Williams & Jay-Z","Frontin'","10122.936","5","6","-","-","-","28"
"2003","33","Ja Rule & Ashanti","Mesmerize","10111.672","2","12","-","66","-","5"
"2003","34","Trapt","Headstrong","9587.261","16","-","-","-","-","-"
"2003","35","Tyrese","How You Gonna Act Like That","9364.374","7","30","-","-","-","-"
"2003","36","Ludacris & Shaunna","Stand Up","9272.857","1","14","-","-","-","-"
"2003","37","t.A.T.u.","All The Things She Said","9242.946","20","1","-","2","-","1"
"2003","38","Daniel Bedingfield","If You're Not The One","9168.531","15","4","-","-","-","14"
"2003","39","YoungBloodZ & Lil' Jon","Damn!","8832.071","4","-","-","-","-","-"
"2003","40","Santana & Michelle Branch","The Game Of Love","8761.949","9","62","-","-","-","23"
