County,Category,Taxonomic Group,Taxonomic Subgroup,Scientific Name,Common Name,Year Last Documented,NY Listing Status,Federal Listing Status,State Conservation Rank,Global Conservation Rank,Distribution Status
Suffolk,Animal,Birds,Wood-Warblers,Setophaga americana,Northern Parula,2000-2005,Protected Bird,not listed,S3S4B,G5,Recently Confirmed
Suffolk,Animal,Birds,Wood-Warblers,Seiurus aurocapilla,Ovenbird,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Suffolk,Animal,Birds,Wood-Warblers,Protonotaria citrea,Prothonotary Warbler,2000,Protected Bird,not listed,S2B,G5,Recently Confirmed
Suffolk,Animal,Birds,Wood-Warblers,Parkesia motacilla,Louisiana Waterthrush,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Suffolk,Animal,Birds,Wood-Warblers,Mniotilta varia,Black-and-white Warbler,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Suffolk,Animal,Birds,Wood-Warblers,Icteria virens,Yellow-breasted Chat,2000-2005,Special Concern,not listed,S2?B,G5,Recently Confirmed
Suffolk,Animal,Birds,Wood-Warblers,Helmitheros vermivorum,Worm-eating Warbler,2000-2005,Protected Bird,not listed,S4B,G5,Recently Confirmed
Suffolk,Animal,Birds,Wood-Warblers,Geothlypis trichas,Common Yellowthroat,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Suffolk,Animal,Birds,Wood-Warblers,Geothlypis formosa,Kentucky Warbler,2012,Protected Bird,not listed,S2B,G5,Recently Confirmed
Suffolk,Animal,Birds,Wood-Warblers,Cardellina canadensis,Canada Warbler,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Suffolk,Animal,Birds,Woodpeckers,Picoides villosus,Hairy Woodpecker,2000-2005,Protected Bird,not listed,S5,G5,Recently Confirmed
Suffolk,Animal,Birds,Woodpeckers,Picoides pubescens,Downy Woodpecker,2000-2005,Protected Bird,not listed,S5,G5,Recently Confirmed
Suffolk,Animal,Birds,Woodpeckers,Melanerpes erythrocephalus,Red-headed Woodpecker,2009,Special Concern,not listed,S2?B,G5,Recently Confirmed
Suffolk,Animal,Birds,Woodpeckers,Melanerpes carolinus,Red-bellied Woodpecker,2000-2005,Protected Bird,not listed,S5,G5,Recently Confirmed
Suffolk,Animal,Birds,Waxwings,Bombycilla cedrorum,Cedar Waxwing,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Suffolk,Animal,Birds,Vireos,Vireo olivaceus,Red-eyed Vireo,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Suffolk,Animal,Birds,Vireos,Vireo griseus,White-eyed Vireo,2000-2005,Protected Bird,not listed,S4B,G5,Recently Confirmed
Suffolk,Animal,Birds,Vireos,Vireo gilvus,Warbling Vireo,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Suffolk,Animal,Birds,Vireos,Vireo flavifrons,Yellow-throated Vireo,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Suffolk,Animal,Birds,Thrushes and Bluebirds,Turdus migratorius,American Robin,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Suffolk,Animal,Birds,Thrushes and Bluebirds,Sialia sialis,Eastern Bluebird,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Suffolk,Animal,Birds,Thrushes and Bluebirds,Catharus guttatus,Hermit Thrush,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Suffolk,Animal,Birds,Thrushes and Bluebirds,Catharus fuscescens,Veery,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Suffolk,Animal,Birds,Swallows,Tachycineta bicolor,Tree Swallow,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Suffolk,Animal,Birds,Swallows,Stelgidopteryx serripennis,Northern Rough-winged Swallow,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Suffolk,Animal,Birds,Swallows,Riparia riparia,Bank Swallow,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Suffolk,Animal,Birds,Swallows,Progne subis,Purple Martin,2000-2005,Protected Bird,not listed,S4B,G5,Recently Confirmed
Suffolk,Animal,Birds,Swallows,Petrochelidon pyrrhonota,Cliff Swallow,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Suffolk,Animal,Birds,Swallows,Hirundo rustica,Barn Swallow,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Suffolk,Animal,Birds,Starlings,Sturnus vulgaris,European Starling,2000-2005,not listed,not listed,SNA,G5,Recently Confirmed
Suffolk,Animal,Birds,Sparrows and Towhees,Spizella pusilla,Field Sparrow,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Suffolk,Animal,Birds,Sparrows and Towhees,Spizella passerina,Chipping Sparrow,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Suffolk,Animal,Birds,Sparrows and Towhees,Pooecetes gramineus,Vesper Sparrow,2000-2005,Special Concern,not listed,S3B,G5,Recently Confirmed
Suffolk,Animal,Birds,Sparrows and Towhees,Pipilo erythrophthalmus,Eastern Towhee,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Suffolk,Animal,Birds,Sparrows and Towhees,Passerculus sandwichensis,Savannah Sparrow,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Suffolk,Animal,Birds,Sparrows and Towhees,Melospiza melodia,Song Sparrow,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Suffolk,Animal,Birds,Sparrows and Towhees,Melospiza georgiana,Swamp Sparrow,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Suffolk,Animal,Birds,Sparrows and Towhees,Ammodramus savannarum,Grasshopper Sparrow,2000-2005,Special Concern,not listed,S3B,G5,Recently Confirmed
Suffolk,Animal,Birds,Sparrows and Towhees,Ammodramus maritimus,Seaside Sparrow,2002,Special Concern,not listed,S2S3B,G4,Recently Confirmed
Suffolk,Animal,Birds,Sparrows and Towhees,Ammodramus henslowii,Henslow's Sparrow,not available,Threatened,not listed,S3B,G4,Recently Confirmed
Suffolk,Animal,Birds,Sparrows and Towhees,Ammodramus caudacutus,Saltmarsh Sharp-tailed Sparrow,2000-2005,Protected Bird,not listed,S3B,G4,Recently Confirmed
Suffolk,Animal,Birds,"Rails, Coots and Cranes",Rallus limicola,Virginia Rail,2000-2005,Protected Bird - Game with open season,not listed,S5,G5,Recently Confirmed
Suffolk,Animal,Birds,"Rails, Coots and Cranes",Porzana carolina,Sora,2000-2005,Protected Bird - Game with open season,not listed,S4,G5,Recently Confirmed
Suffolk,Animal,Birds,"Rails, Coots and Cranes",Gallinula galeata,Common Moorhen,2000-2005,Protected Bird - Game with open season,not listed,S3S4,G5,Recently Confirmed
Suffolk,Animal,Birds,"Rails, Coots and Cranes",Fulica americana,American Coot,2000-2005,Protected Bird - Game with open season,not listed,S3,G5,Recently Confirmed
Suffolk,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Nyctanassa violacea,Yellow-crowned Night-Heron,2000-2005,Protected Bird,not listed,S2,G5,Recently Confirmed
Suffolk,Animal,Birds,Pigeons and Doves,Zenaida macroura,Mourning Dove,2000-2005,Protected Bird,not listed,S5,G5,Recently Confirmed
Suffolk,Animal,Birds,Pigeons and Doves,Columba livia,Rock Pigeon,2000-2005,not listed,not listed,SNA,G5,Recently Confirmed
Suffolk,Animal,Birds,Parrots and Parakeets,Myiopsitta monachus,Monk Parakeet,2000-2005,not listed,not listed,SNA,G5,Recently Confirmed
Suffolk,Animal,Birds,Owls,Tyto alba,Barn Owl,2003,Protected Bird,not listed,S1S2,G5,Recently Confirmed
Suffolk,Animal,Birds,Owls,Strix varia,Barred Owl,2000-2005,Protected Bird,not listed,S5,G5,Recently Confirmed
Suffolk,Animal,Birds,Owls,Megascops asio,Eastern Screech-Owl,2000-2005,Protected Bird,not listed,S5,G5,Recently Confirmed
Suffolk,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Ixobrychus exilis,Least Bittern,2011,Threatened,not listed,"S3B,S1N",G5,Recently Confirmed
Suffolk,Animal,Birds,Owls,Bubo virginianus,Great Horned Owl,2000-2005,Protected Bird,not listed,S5,G5,Recently Confirmed
Suffolk,Animal,Birds,Owls,Asio otus,Long-eared Owl,2000-2005,Protected Bird,not listed,"S2S3B,SNRN",G5,Recently Confirmed
Suffolk,Animal,Birds,Owls,Asio flammeus,Short-eared Owl,2008,Endangered,not listed,S2,G5,Recently Confirmed
Suffolk,Animal,Birds,Old World Sparrows,Passer domesticus,House Sparrow,2000-2005,not listed,not listed,SNA,G5,Recently Confirmed
Suffolk,Animal,Birds,Nuthatches,Sitta carolinensis,White-breasted Nuthatch,2000-2005,Protected Bird,not listed,S5,G5,Recently Confirmed
Suffolk,Animal,Birds,Nuthatches,Sitta canadensis,Red-breasted Nuthatch,2000-2005,Protected Bird,not listed,S5,G5,Recently Confirmed
Suffolk,Animal,Birds,Nightbirds,Chordeiles minor,Common Nighthawk,2000-2005,Special Concern,not listed,S2S3B,G5,Recently Confirmed
Suffolk,Animal,Birds,Nightbirds,Antrostomus vociferus,Whip-poor-will,2000-2005,Special Concern,not listed,S3B,G5,Recently Confirmed
Suffolk,Animal,Birds,Nightbirds,Antrostomus carolinensis,Chuck-will's-widow,2012,Protected Bird,not listed,S1B,G5,Recently Confirmed
Suffolk,Animal,Birds,Mockingbirds and Thrashers,Toxostoma rufum,Brown Thrasher,2000-2005,Protected Bird,not listed,S3S4B,G5,Recently Confirmed
Suffolk,Animal,Birds,Mockingbirds and Thrashers,Mimus polyglottos,Northern Mockingbird,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Suffolk,Animal,Birds,Mockingbirds and Thrashers,Dumetella carolinensis,Gray Catbird,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Suffolk,Animal,Birds,Loons,Gavia immer,Common Loon,not available,Special Concern,not listed,S4,G5,Recently Confirmed
Suffolk,Animal,Birds,Kingfishers,Megaceryle alcyon,Belted Kingfisher,2000-2005,Protected Bird,not listed,S5,G5,Recently Confirmed
Suffolk,Animal,Birds,Hummingbirds and Swifts,Chaetura pelagica,Chimney Swift,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Suffolk,Animal,Birds,Hummingbirds and Swifts,Archilochus colubris,Ruby-throated Hummingbird,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Suffolk,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Pandion haliaetus,Osprey,2000-2005,Special Concern,not listed,S4B,G5,Recently Confirmed
Suffolk,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Falco sparverius,American Kestrel,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Suffolk,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Falco peregrinus,Peregrine Falcon,2008,Endangered,not listed,S3B,G4,Recently Confirmed
Suffolk,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Circus cyaneus,Northern Harrier,2005,Threatened,not listed,"S3B,S3N",G5,Recently Confirmed
Suffolk,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Cathartes aura,Turkey Vulture,2000-2005,Protected Bird,not listed,S4B,G5,Recently Confirmed
Suffolk,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Buteo platypterus,Broad-winged Hawk,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Suffolk,Animal,Birds,Larks,Eremophila alpestris,Horned Lark,2000-2005,Special Concern,not listed,S3S4B,G5,Recently Confirmed
Suffolk,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Buteo jamaicensis,Red-tailed Hawk,2000-2005,Protected Bird,not listed,S5,G5,Recently Confirmed
Suffolk,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Accipiter cooperii,Cooper's Hawk,2000-2005,Special Concern,not listed,S4,G5,Recently Confirmed
Suffolk,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Tringa semipalmata,Willet,2000-2005,Protected Bird,not listed,S3B,G5,Recently Confirmed
Suffolk,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Sterna forsteri,Forster's Tern,2003,Protected Bird,not listed,S1,G5,Recently Confirmed
Suffolk,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Scolopax minor,American Woodcock,2000-2005,Protected Bird - Game with open season,not listed,S5B,G5,Recently Confirmed
Suffolk,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Rynchops niger,Black Skimmer,2008,Special Concern,not listed,S2,G5,Recently Confirmed
Suffolk,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Leucophaeus atricilla,Laughing Gull,2007,Protected Bird,not listed,S1,G5,Recently Confirmed
Suffolk,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Larus marinus,Great Black-backed Gull,2000-2005,Protected Bird,not listed,S4,G5,Recently Confirmed
Suffolk,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Larus argentatus,Herring Gull,2000-2005,Protected Bird,not listed,S5,G5,Recently Confirmed
Suffolk,Animal,Birds,"Ducks, Geese, Waterfowl",Somateria mollissima,Common Eider,2015,Protected Bird - Game with open season,not listed,"S1B,S3?N",G5,Recently Confirmed
Suffolk,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Haematopus palliatus,American Oystercatcher,2000-2005,Protected Bird,not listed,S3,G5,Recently Confirmed
Suffolk,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Charadrius vociferus,Killdeer,2000-2005,Protected Bird,not listed,S5,G5,Recently Confirmed
Suffolk,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Bartramia longicauda,Upland Sandpiper,2000,Threatened,not listed,S3B,G5,Recently Confirmed
Suffolk,Animal,Butterflies and Moths,Moths,Cleora projecta,Projecta Gray,2005,not listed,not listed,SU,G4,Recently Confirmed
Suffolk,Animal,Butterflies and Moths,Moths,Citheronia sepulcralis,Pine Devil,1984,not listed,not listed,S1,G4G5,Recently Confirmed
Suffolk,Animal,Butterflies and Moths,Moths,Eucoptocnemis fimbriaris,Fringed Dart,2015,not listed,not listed,S1,G4,Recently Confirmed
Suffolk,Animal,Butterflies and Moths,Moths,Cicinnus melsheimeri,Melsheimer's Sack Bearer,2007,not listed,not listed,S1,G4,Recently Confirmed
Suffolk,Animal,Butterflies and Moths,Moths,Chaetaglaea cerata,Waxed Sallow,2007,not listed,not listed,S1S3,G3G4,Recently Confirmed
Suffolk,Animal,Butterflies and Moths,Moths,Chytonix sensilis,Sensitive Chytonix,1992,not listed,not listed,S1S3,G4,Recently Confirmed
Suffolk,Animal,Butterflies and Moths,Moths,Catocala umbrosa,An Underwing Moth,not available,not listed,not listed,SH,G5,Historically Confirmed
Suffolk,Animal,Butterflies and Moths,Moths,Catocala jair ssp. 2,Jersey Jair Underwing,2007,Special Concern,not listed,S1S2,G4?T4?,Recently Confirmed
Suffolk,Animal,Butterflies and Moths,Moths,Catocala herodias gerhardi,Herodias or Pine Barrens Underwing,2007,Special Concern,not listed,S1S2,G3T3,Recently Confirmed
Suffolk,Animal,Butterflies and Moths,Moths,Sericaglaea signata,Variable Sallow,2006,not listed,not listed,S1,G5,Recently Confirmed
Suffolk,Animal,Butterflies and Moths,Moths,Cisthene packardii,Packard's Lichen Moth,2015,not listed,not listed,SU,G5,Recently Confirmed
Suffolk,Animal,Butterflies and Moths,Moths,Acronicta dolli,Doll's Merolonche,1931,not listed,not listed,SH,G3G4,Historically Confirmed
Suffolk,Animal,Butterflies and Moths,Moths,Acronicta albarufa,Barrens Dagger Moth,1999,not listed,not listed,S1,G3G4,Recently Confirmed
Suffolk,Animal,Butterflies and Moths,Butterflies and Skippers,Speyeria idalia,Regal Fritillary,1988,Endangered,not listed,SH,G3,Recently Confirmed
Suffolk,Animal,Butterflies and Moths,Butterflies and Skippers,Parrhasius m-album,White-m Hairstreak,2000,not listed,not listed,SU,G5,Recently Confirmed
Suffolk,Animal,Butterflies and Moths,Butterflies and Skippers,Erynnis persius persius,Persius Duskywing,1966,Endangered,not listed,S1,G5T1T3,Historically Confirmed
Suffolk,Animal,Butterflies and Moths,Butterflies and Skippers,Erynnis martialis,Mottled Duskywing,1966,Special Concern,not listed,S1,G3,Historically Confirmed
Suffolk,Animal,Butterflies and Moths,Moths,Hydraecia stramentosa,Hairy Hydraecia,1995,not listed,not listed,S1S3,G4,Recently Confirmed
Suffolk,Animal,Butterflies and Moths,Butterflies and Skippers,Calycopis cecrops,Red-banded Hairstreak,2001,not listed,not listed,SU,G5,Recently Confirmed
Suffolk,Animal,Butterflies and Moths,Butterflies and Skippers,Callophrys irus,Frosted Elfin,2006,Threatened,not listed,S1S2,G3,Recently Confirmed
Suffolk,Animal,Butterflies and Moths,Butterflies and Skippers,Callophrys hesseli,Hessel's Hairstreak,1986,Endangered,not listed,S1,G3G4,Recently Confirmed
Suffolk,Animal,Butterflies and Moths,Butterflies and Skippers,Atrytonopsis hianna,Dusted Skipper,1996,not listed,not listed,S2S3,G4G5,Recently Confirmed
Suffolk,Animal,Butterflies and Moths,Moths,Zale lunifera,Pine Barrens Zale,2007,not listed,not listed,SU,G3G4,Recently Confirmed
Suffolk,Animal,Butterflies and Moths,Moths,Apamea lintneri,Sand Wainscot Moth,2015,not listed,not listed,SU,G4,Recently Confirmed
Suffolk,Animal,Butterflies and Moths,Moths,Virbia aurantiaca,Orange Holomelina,2015,not listed,not listed,SU,G5,Recently Confirmed
Suffolk,Animal,Butterflies and Moths,Moths,Abagrotis nefascia benjamini,Coastal Heathland Cutworm,2015,not listed,not listed,S1S3,G4T3,Recently Confirmed
Suffolk,Animal,Butterflies and Moths,Moths,Marimatha nigrofimbria,Black-bordered Lemon Moth,2013,not listed,not listed,S1,G5,Recently Confirmed
Suffolk,Animal,Butterflies and Moths,Moths,Apamea inordinata,Irregular Apamea,2015,not listed,not listed,S1,GU,Recently Confirmed
Suffolk,Animal,Butterflies and Moths,Moths,Sympistis dentata,Toothed Apharetra,2006,not listed,not listed,S2S4,G4,Recently Confirmed
Suffolk,Animal,Butterflies and Moths,Moths,Apamea burgessi,Burgess's Apamea,2007,not listed,not listed,SU,G4,Recently Confirmed
Suffolk,Animal,Butterflies and Moths,Moths,Sympistis perscripta,Scribbled Sallow Moth,2015,not listed,not listed,S1,G4,Recently Confirmed
Suffolk,Animal,Butterflies and Moths,Moths,Anisota senatoria,Orange-striped Oakworm Moth,2006,not listed,not listed,SU,G5,Recently Confirmed
Suffolk,Animal,Butterflies and Moths,Moths,Speranza exonerata,Barrens Itame,2006,not listed,not listed,S1S3,G3G4,Recently Confirmed
Suffolk,Animal,Butterflies and Moths,Moths,Anisota stigma,Spiny Oakworm Moth,2006,not listed,not listed,SU,G5,Recently Confirmed
Suffolk,Animal,Butterflies and Moths,Butterflies and Skippers,Satyrium favonius ontario,Northern Oak Hairstreak,not available,not listed,not listed,S2S4,G4G5T4,Possible but not Confirmed
Suffolk,Animal,Butterflies and Moths,Moths,Schinia spinosae,Spinose Flower Moth,2015,not listed,not listed,SU,G4,Recently Confirmed
Suffolk,Animal,Butterflies and Moths,Moths,Hemileuca maia ssp. 5,Coastal Barrens Buckmoth,2016,Special Concern,not listed,S2,G5T3,Recently Confirmed
Suffolk,Animal,Butterflies and Moths,Moths,Citheronia regalis,Regal Moth,not available,not listed,not listed,S1,G4G5,Recently Confirmed
Suffolk,Animal,Butterflies and Moths,Moths,Metalectra richardsi,Richard's Fungus Moth,2006,not listed,not listed,SU,G4,Recently Confirmed
Suffolk,Animal,Butterflies and Moths,Butterflies and Skippers,Satyrium edwardsii,Edwards' Hairstreak,2003,not listed,not listed,S3S4,G5,Recently Confirmed
Suffolk,Animal,Butterflies and Moths,Moths,Monoleuca semifascia,Pin-striped Slug Moth,2006,not listed,not listed,S1,G4G5,Recently Confirmed
Suffolk,Animal,Butterflies and Moths,Moths,Sphinx gordius,Gordian Sphinx,2015,not listed,not listed,S1S3,G4G5,Recently Confirmed
Suffolk,Animal,Butterflies and Moths,Moths,Sympistis riparia,Dune Sympistis,2015,not listed,not listed,SU,G4,Recently Confirmed
Suffolk,Animal,Butterflies and Moths,Moths,Zanclognatha martha,Pine Barrens Zanclognatha,2013,not listed,not listed,S1S2,G4,Recently Confirmed
Suffolk,Animal,Butterflies and Moths,Moths,Dasychira pinicola,Pine Tussock Moth,2006,not listed,not listed,SU,G4,Recently Confirmed
Suffolk,Animal,Butterflies and Moths,Moths,Papaipema duovata,Seaside Golden Borer Moth,2015,not listed,not listed,S1,G4,Recently Confirmed
Suffolk,Animal,Butterflies and Moths,Moths,Zale curema,Black-eyed Zale,2007,not listed,not listed,SU,G4,Recently Confirmed
Suffolk,Animal,Butterflies and Moths,Moths,Psectraglaea carnosa,Pink Sallow,2013,not listed,not listed,S2,G3,Recently Confirmed
Suffolk,Animal,Butterflies and Moths,Moths,Schizura apicalis,Plain Schizura,2007,not listed,not listed,SU,G3G4,Recently Confirmed
Suffolk,Animal,Butterflies and Moths,Moths,Schinia tuberculum,Golden Aster Flower Moth,1999,not listed,not listed,S2,G4,Recently Confirmed
Suffolk,Animal,Butterflies and Moths,Moths,Schinia bifascia,Slender Flower Moth,1997,not listed,not listed,S1,G4Q,Recently Confirmed
Suffolk,Animal,Butterflies and Moths,Moths,Renia nemoralis,Chocolate Renia,2007,not listed,not listed,SU,G4,Recently Confirmed
Suffolk,Animal,Butterflies and Moths,Moths,Pyrrhia aurantiago,Aureolaria Seed Borer,1989,not listed,not listed,SU,G3G4,Recently Confirmed
Suffolk,Animal,Butterflies and Moths,Moths,Parasa indetermina,Stinging Rose Caterpillar Moth,2007,not listed,not listed,S1,G4,Recently Confirmed
Suffolk,Animal,Butterflies and Moths,Moths,Papaipema stenocelis,Chain Fern Borer Moth,1987,not listed,not listed,S1?,G4,Recently Confirmed
Suffolk,Animal,Butterflies and Moths,Moths,Papaipema appassionata,Pitcher Plant Borer Moth,1987,not listed,not listed,SU,G4,Recently Confirmed
Suffolk,Animal,Butterflies and Moths,Moths,Oligia bridghamii,Bridgham's Brocade,2007,not listed,not listed,SU,G4,Recently Confirmed
Suffolk,Animal,Butterflies and Moths,Moths,Morrisonia mucens,Gray Woodgrain,2007,not listed,not listed,S1S3,G4G5,Recently Confirmed
Suffolk,Animal,Butterflies and Moths,Moths,Lithophane viridipallens,Pale Green Pinion Moth,2005,not listed,not listed,S1,G5,Recently Confirmed
Suffolk,Animal,Butterflies and Moths,Moths,Ilexia intractata,Black-dotted Ruddy,2007,not listed,not listed,S1,GNR,Recently Confirmed
Suffolk,Animal,Butterflies and Moths,Moths,Hypomecis umbrosaria,Umber Moth,2007,not listed,not listed,SU,G4,Recently Confirmed
Suffolk,Animal,Butterflies and Moths,Moths,Hyperstrotia flaviguttata,Yellow-spotted Graylet,2007,not listed,not listed,SU,G4,Recently Confirmed
Suffolk,Animal,Butterflies and Moths,Moths,Heterocampa varia,A Prominent Moth,2005,Special Concern,not listed,S1S2,G3G4,Recently Confirmed
Suffolk,Animal,Butterflies and Moths,Moths,Fagitana littera,Marsh Fern Moth,2012,not listed,not listed,S1S3,G4,Recently Confirmed
Suffolk,Animal,Butterflies and Moths,Moths,Euxoa violaris,Violet Dart,2007,not listed,not listed,SU,G4,Recently Confirmed
Suffolk,Animal,Butterflies and Moths,Moths,Euxoa pleuritica,Fawn Brown Dart,2007,not listed,not listed,S2S3,G4,Recently Confirmed
Suffolk,Animal,Butterflies and Moths,Moths,Euchlaena madusaria,A Geometrid Moth,2007,not listed,not listed,S1,G4,Recently Confirmed
Suffolk,Animal,Butterflies and Moths,Moths,Eacles imperialis imperialis,Imperial Moth,2007,not listed,not listed,SU,G5T5,Recently Confirmed
Suffolk,Animal,Butterflies and Moths,Moths,Dichagyris acclivis,Switchgrass Dart,2007,not listed,not listed,S2S3,G4G5,Recently Confirmed
Suffolk,Animal,Butterflies and Moths,Moths,Derrima stellata,Pink Star Moth,2007,not listed,not listed,S1,G4,Recently Confirmed
Suffolk,Animal,Butterflies and Moths,Moths,Dargida rubripennis,The Pink Streak,2000,not listed,not listed,SU,G3G4,Recently Confirmed
Suffolk,Animal,Dragonflies and Damselflies,Damselflies,Enallagma weewa,Blackwater Bluet,2009,not listed,not listed,S1,G5,Recently Confirmed
Suffolk,Animal,Dragonflies and Damselflies,Dragonflies,Celithemis martha,Martha's Pennant,2009,not listed,not listed,S2,G4,Recently Confirmed
Suffolk,Animal,Dragonflies and Damselflies,Dragonflies,Anax longipes,Comet Darner,2009,not listed,not listed,S2S3,G5,Recently Confirmed
Suffolk,Animal,Dragonflies and Damselflies,Dragonflies,Erythrodiplax berenice,Seaside Dragonlet,2012,not listed,not listed,S2,G5,Recently Confirmed
Suffolk,Animal,Dragonflies and Damselflies,Dragonflies,Libellula auripennis,Golden-winged Skimmer,2008,not listed,not listed,S1S2,G5,Recently Confirmed
Suffolk,Animal,Dragonflies and Damselflies,Dragonflies,Libellula flavida,Yellow-sided Skimmer,1926,not listed,not listed,S1,G5,Historically Confirmed
Suffolk,Animal,Dragonflies and Damselflies,Dragonflies,Progomphus obscurus,Common Sanddragon,2008,Special Concern,not listed,S1,G5,Recently Confirmed
Suffolk,Animal,Dragonflies and Damselflies,Dragonflies,Rhionaeschna mutata,Spatterdock Darner,2008,not listed,not listed,S2,G4,Recently Confirmed
Suffolk,Animal,Dragonflies and Damselflies,Dragonflies,Brachymesia gravida,Four-spotted Pennant,2012,not listed,not listed,S1,G5,Recently Confirmed
Suffolk,Animal,Dragonflies and Damselflies,Dragonflies,Ladona deplanata,Blue Corporal,2008,not listed,not listed,S2S3,G5,Recently Confirmed
Suffolk,Animal,Dragonflies and Damselflies,Damselflies,Lestes australis,Southern Spreadwing,2005,not listed,not listed,S2S3,G5,Recently Confirmed
Suffolk,Animal,Dragonflies and Damselflies,Damselflies,Ischnura ramburii,Rambur's Forktail,2015,not listed,not listed,S2S3,G5,Recently Confirmed
Suffolk,Animal,Dragonflies and Damselflies,Damselflies,Enallagma laterale,New England Bluet,2008,not listed,not listed,S3,G3G4,Recently Confirmed
Suffolk,Animal,Dragonflies and Damselflies,Damselflies,Enallagma minusculum,Little Bluet,2009,Threatened,not listed,S1,G4,Recently Confirmed
Suffolk,Animal,Dragonflies and Damselflies,Dragonflies,Libellula needhami,Needham's Skimmer,2015,not listed,not listed,S3,G5,Recently Confirmed
Suffolk,Animal,Dragonflies and Damselflies,Damselflies,Enallagma pictum,Scarlet Bluet,2009,Threatened,not listed,S2,G3,Recently Confirmed
Suffolk,Animal,Dragonflies and Damselflies,Damselflies,Enallagma recurvatum,Pine Barrens Bluet,2009,Threatened,not listed,S1,G3,Recently Confirmed
Suffolk,Animal,Dragonflies and Damselflies,Damselflies,Nehalennia integricollis,Southern Sprite,2009,Special Concern,not listed,S1,G5,Recently Confirmed
Suffolk,Animal,Dragonflies and Damselflies,Damselflies,Lestes unguiculatus,Lyre-tipped Spreadwing,not available,not listed,not listed,S2S3,G5,Recently Confirmed
Suffolk,Animal,Dragonflies and Damselflies,Dragonflies,Celithemis verna,Double-ringed Pennant,2009,not listed,not listed,S1,G5,Recently Confirmed
Suffolk,Animal,Dragonflies and Damselflies,Dragonflies,Nasiaeschna pentacantha,Cyrano Darner,not available,not listed,not listed,S2S3,G5,Possible but not Confirmed
Suffolk,Animal,Dragonflies and Damselflies,Dragonflies,Epitheca semiaquea,Mantled Baskettail,2008,not listed,not listed,S2,G5,Recently Confirmed
Suffolk,Animal,Dragonflies and Damselflies,Damselflies,Enallagma doubledayi,Atlantic Bluet,2009,not listed,not listed,S1S2,G5,Recently Confirmed
